mol_id,melting_point,n_atoms
mol_061799,529.15,28
mol_061800,529.15,31
mol_061801,529.15,25
mol_061802,529.15,30
mol_061803,529.15,36
mol_061804,529.15,28
mol_061805,529.15,29
mol_061806,529.15,33
mol_061807,529.15,38
mol_061808,529.15,30
mol_061809,529.15,27
mol_061810,529.15,28
mol_061811,529.15,25
mol_061812,529.15,34
mol_061813,529.15,35
mol_061814,529.15,33
mol_061815,529.15,35
mol_061816,529.15,31
mol_061817,529.15,30
mol_061818,529.15,31
mol_061819,529.15,26
mol_061820,529.15,25
mol_061821,529.15,29
mol_061822,529.15,27
mol_061823,529.15,34
mol_061824,529.15,40
mol_061825,529.15,20
mol_061826,529.15,37
mol_061827,529.15,42
mol_061828,529.15,36
mol_061829,528.15,28
mol_061830,528.15,29
mol_061831,528.15,32
mol_061832,528.15,20
mol_061833,528.15,41
mol_061834,528.15,36
mol_061835,528.15,38
mol_061836,528.15,34
mol_061837,528.15,25
mol_061838,528.15,22
mol_061839,528.15,27
mol_061840,528.15,27
mol_061841,528.15,40
mol_061842,528.15,40
mol_061843,528.15,32
mol_061844,528.15,33
mol_061845,528.15,25
mol_061846,528.15,27
mol_061847,528.15,36
mol_061848,528.15,29
mol_061849,528.15,28
mol_061850,528.15,30
mol_061851,528.15,27
mol_061852,528.15,34
mol_061853,528.15,28
mol_061854,528.15,34
mol_061855,528.15,33
mol_061856,528.15,33
mol_061857,528.15,29
mol_061858,528.15,24
mol_061859,528.15,18
mol_061860,528.15,27
mol_061861,528.15,30
mol_061862,528.15,43
mol_061863,528.15,34
mol_061864,528.15,29
mol_061865,528.15,30
mol_061866,528.15,34
mol_061867,528.15,27
mol_061868,528.15,22
mol_061869,528.15,18
mol_061870,528.15,23
mol_061871,528.15,24
mol_061872,528.15,36
mol_061873,528.15,35
mol_061874,528.15,38
mol_061875,528.15,31
mol_061876,528.15,34
mol_061877,528.15,29
mol_061878,528.15,32
mol_061879,527.15,27
mol_061880,527.15,23
mol_061881,527.15,29
mol_061882,527.15,29
mol_061883,527.15,31
mol_061884,527.15,29
mol_061885,527.15,40
mol_061886,527.15,37
mol_061887,527.15,37
mol_061888,527.15,23
mol_061889,527.15,33
mol_061890,527.15,27
mol_061891,527.15,31
mol_061892,527.15,31
mol_061893,527.15,22
mol_061894,527.15,30
mol_061895,527.15,32
mol_061896,527.15,28
mol_061897,527.15,39
mol_061898,527.15,24
mol_061899,527.15,36
mol_061900,527.15,23
mol_061901,527.15,36
mol_061902,527.15,33
mol_061903,527.15,25
mol_061904,527.15,32
mol_061905,527.15,23
mol_061906,527.15,21
mol_061907,527.15,33
mol_061908,527.15,31
mol_061909,527.15,25
mol_061910,527.15,22
mol_061911,527.15,36
mol_061912,527.15,43
mol_061913,527.15,40
mol_061914,527.15,39
mol_061915,527.15,39
mol_061916,527.15,29
mol_061917,527.15,38
mol_061918,527.15,25
mol_061919,527.15,37
mol_061920,526.15,25
mol_061921,526.15,21
mol_061922,526.15,35
mol_061923,526.15,26
mol_061924,526.15,17
mol_061925,526.15,33
mol_061926,526.15,29
mol_061927,526.15,32
mol_061928,526.15,35
mol_061929,526.15,41
mol_061930,526.15,29
mol_061931,526.15,31
mol_061932,526.15,31
mol_061933,526.15,34
mol_061934,526.15,32
mol_061935,526.15,30
mol_061936,526.15,33
mol_061937,526.15,30
mol_061938,526.15,34
mol_061939,526.15,30
mol_061940,526.15,31
mol_061941,526.15,28
mol_061942,526.15,25
mol_061943,526.15,27
mol_061944,526.15,36
mol_061945,526.15,38
mol_061946,526.15,27
mol_061947,526.15,34
mol_061948,526.15,29
mol_061949,526.15,37
mol_061950,526.15,30
mol_061951,526.15,31
mol_061952,526.15,30
mol_061953,526.15,20
mol_061954,526.15,25
mol_061955,526.15,39
mol_061956,526.15,28
mol_061957,526.15,37
mol_061958,526.15,32
mol_061959,525.15,30
mol_061960,525.15,25
mol_061961,525.15,31
mol_061962,525.15,33
mol_061963,525.15,28
mol_061964,525.15,33
mol_061965,525.15,32
mol_061966,525.15,38
mol_061967,525.15,32
mol_061968,525.15,31
mol_061969,525.15,37
mol_061970,525.15,34
mol_061971,525.15,11
mol_061972,525.15,30
mol_061973,525.15,32
mol_061974,525.15,35
mol_061975,525.15,38
mol_061976,525.15,31
mol_061977,525.15,22
mol_061978,525.15,24
mol_061979,525.15,23
mol_061980,525.15,42
mol_061981,525.15,20
mol_061982,525.15,37
mol_061983,525.15,35
mol_061984,525.15,37
mol_061985,525.15,33
mol_061986,525.15,37
mol_061987,525.15,31
mol_061988,525.15,31
mol_061989,525.15,39
mol_061990,525.15,38
mol_061991,525.15,34
mol_061992,524.95,36
mol_061993,524.15,37
mol_061994,524.15,34
mol_061995,524.15,30
mol_061996,524.15,17
mol_061997,524.15,28
mol_061998,524.15,32
mol_061999,524.15,38
mol_062000,524.15,28
mol_062001,524.15,25
mol_062002,524.15,31
mol_062003,524.15,24
mol_062004,524.15,29
mol_062005,524.15,26
mol_062006,524.15,34
mol_062007,524.15,37
mol_062008,524.15,36
mol_062009,524.15,32
mol_062010,524.15,34
mol_062011,524.15,36
mol_062012,524.15,34
mol_062013,524.15,36
mol_062014,524.15,29
mol_062015,524.15,29
mol_062016,524.15,37
mol_062017,524.15,28
mol_062018,524.15,29
mol_062019,524.15,31
mol_062020,524.15,39
mol_062021,524.15,33
mol_062022,524.15,27
mol_062023,524.15,34
mol_062024,524.15,28
mol_062025,524.15,26
mol_062026,524.15,31
mol_062027,524.15,34
mol_062028,524.15,41
mol_062029,524.15,38
mol_062030,523.65,29
mol_062031,523.65,29
mol_062032,523.15,28
mol_062033,523.15,38
mol_062034,523.15,41
mol_062035,523.15,32
mol_062036,523.15,32
mol_062037,523.15,30
mol_062038,523.15,20
mol_062039,523.15,32
mol_062040,523.15,39
mol_062041,523.15,34
mol_062042,523.15,29
mol_062043,523.15,31
mol_062044,523.15,34
mol_062045,523.15,28
mol_062046,523.15,31
mol_062047,523.15,29
mol_062048,523.15,31
mol_062049,523.15,24
mol_062050,523.15,29
mol_062051,523.15,32
mol_062052,523.15,40
mol_062053,523.15,41
mol_062054,523.15,40
mol_062055,523.15,39
mol_062056,523.15,21
mol_062057,523.15,40
mol_062058,523.15,41
mol_062059,523.15,32
mol_062060,523.15,32
mol_062061,523.15,31
mol_062062,523.15,25
mol_062063,523.15,24
mol_062064,523.15,34
mol_062065,523.15,29
mol_062066,523.15,29
mol_062067,523.15,35
mol_062068,523.15,34
mol_062069,523.15,38
mol_062070,523.15,37
mol_062071,523.15,25
mol_062072,523.15,28
mol_062073,523.15,18
mol_062074,523.15,35
mol_062075,523.15,27
mol_062076,523.15,15
mol_062077,523.15,28
mol_062078,523.15,29
mol_062079,523.15,26
mol_062080,523.15,35
mol_062081,523.15,29
mol_062082,523.15,28
mol_062083,523.15,25
mol_062084,523.15,32
mol_062085,523.15,36
mol_062086,523.15,37
mol_062087,523.15,39
mol_062088,523.15,37
mol_062089,523.15,32
mol_062090,523.15,42
mol_062091,523.15,31
mol_062092,523.15,29
mol_062093,523.15,24
mol_062094,523.15,36
mol_062095,523.15,47
mol_062096,523.15,33
mol_062097,523.15,44
mol_062098,523.15,36
mol_062099,523.15,32
mol_062100,523.15,41
mol_062101,523.15,28
mol_062102,523.15,33
mol_062103,523.15,34
mol_062104,523.15,36
mol_062105,523.15,39
mol_062106,523.15,25
mol_062107,523.15,29
mol_062108,523.15,29
mol_062109,523.15,22
mol_062110,523.15,32
mol_062111,523.15,33
mol_062112,523.15,37
mol_062113,523.15,29
mol_062114,523.15,32
mol_062115,523.15,40
mol_062116,523.15,42
mol_062117,523.15,37
mol_062118,523.15,36
mol_062119,523.15,35
mol_062120,523.15,24
mol_062121,523.15,35
mol_062122,523.15,26
mol_062123,523.15,17
mol_062124,523.15,30
mol_062125,523.15,32
mol_062126,523.15,35
mol_062127,523.15,35
mol_062128,523.15,33
mol_062129,523.15,38
mol_062130,523.15,38
mol_062131,523.15,24
mol_062132,523.15,32
mol_062133,523.15,32
mol_062134,523.15,39
mol_062135,523.15,29
mol_062136,523.15,30
mol_062137,523.15,34
mol_062138,523.15,23
mol_062139,523.15,20
mol_062140,523.15,37
mol_062141,523.15,30
mol_062142,523.15,34
mol_062143,522.85,20
mol_062144,522.85,24
mol_062145,522.55,32
mol_062146,522.15,36
mol_062147,522.15,29
mol_062148,522.15,30
mol_062149,522.15,26
mol_062150,522.15,34
mol_062151,522.15,31
mol_062152,522.15,27
mol_062153,522.15,36
mol_062154,522.15,20
mol_062155,522.15,30
mol_062156,522.15,35
mol_062157,522.15,20
mol_062158,522.15,37
mol_062159,522.15,26
mol_062160,522.15,36
mol_062161,522.15,26
mol_062162,522.15,38
mol_062163,522.15,26
mol_062164,522.15,35
mol_062165,522.15,32
mol_062166,522.15,29
mol_062167,522.15,36
mol_062168,521.65,24
mol_062169,521.15,25
mol_062170,521.15,30
mol_062171,521.15,29
mol_062172,521.15,30
mol_062173,521.15,22
mol_062174,521.15,26
mol_062175,521.15,24
mol_062176,521.15,25
mol_062177,521.15,31
mol_062178,521.15,32
mol_062179,521.15,29
mol_062180,521.15,22
mol_062181,521.15,28
mol_062182,521.15,27
mol_062183,521.15,27
mol_062184,521.15,30
mol_062185,521.15,37
mol_062186,521.15,40
mol_062187,521.15,36
mol_062188,521.15,33
mol_062189,521.15,36
mol_062190,521.15,20
mol_062191,521.15,34
mol_062192,521.15,27
mol_062193,521.15,33
mol_062194,521.15,30
mol_062195,521.15,31
mol_062196,521.15,33
mol_062197,521.15,31
mol_062198,521.15,38
mol_062199,521.15,30
mol_062200,521.15,25
mol_062201,521.15,39
mol_062202,521.15,19
mol_062203,521.15,31
mol_062204,521.15,31
mol_062205,521.15,32
mol_062206,521.15,26
mol_062207,521.15,27
mol_062208,521.15,34
mol_062209,521.15,33
mol_062210,521.15,22
mol_062211,521.15,22
mol_062212,521.15,36
mol_062213,521.15,29
mol_062214,521.15,26
mol_062215,520.75,30
mol_062216,520.65,39
mol_062217,520.25,25
mol_062218,520.15,33
mol_062219,520.15,29
mol_062220,520.15,33
mol_062221,520.15,22
mol_062222,520.15,29
mol_062223,520.15,35
mol_062224,520.15,35
mol_062225,520.15,30
mol_062226,520.15,28
mol_062227,520.15,26
mol_062228,520.15,28
mol_062229,520.15,27
mol_062230,520.15,33
mol_062231,520.15,37
mol_062232,520.15,34
mol_062233,520.15,31
mol_062234,520.15,38
mol_062235,520.15,26
mol_062236,520.15,29
mol_062237,520.15,38
mol_062238,520.15,33
mol_062239,520.15,43
mol_062240,520.15,37
mol_062241,520.15,34
mol_062242,520.15,37
mol_062243,520.15,39
mol_062244,520.15,34
mol_062245,520.15,38
mol_062246,519.15,17
mol_062247,519.15,11
mol_062248,519.15,30
mol_062249,519.15,35
mol_062250,519.15,31
mol_062251,519.15,29
mol_062252,519.15,31
mol_062253,519.15,29
mol_062254,519.15,33
mol_062255,519.15,27
mol_062256,519.15,38
mol_062257,519.15,30
mol_062258,519.15,19
mol_062259,519.15,30
mol_062260,519.15,43
mol_062261,519.15,28
mol_062262,519.15,37
mol_062263,519.15,42
mol_062264,519.15,37
mol_062265,519.15,39
mol_062266,519.15,30
mol_062267,519.15,40
mol_062268,519.15,37
mol_062269,519.15,28
mol_062270,519.15,36
mol_062271,519.15,31
mol_062272,519.15,27
mol_062273,519.15,37
mol_062274,519.15,34
mol_062275,519.15,34
mol_062276,519.15,32
mol_062277,519.15,35
mol_062278,519.15,34
mol_062279,519.15,32
mol_062280,519.15,27
mol_062281,518.15,31
mol_062282,518.15,20
mol_062283,518.15,31
mol_062284,518.15,35
mol_062285,518.15,36
mol_062286,518.15,31
mol_062287,518.15,30
mol_062288,518.15,31
mol_062289,518.15,37
mol_062290,518.15,28
mol_062291,518.15,30
mol_062292,518.15,25
mol_062293,518.15,31
mol_062294,518.15,32
mol_062295,518.15,29
mol_062296,518.15,26
mol_062297,518.15,24
mol_062298,518.15,29
mol_062299,518.15,31
mol_062300,518.15,18
mol_062301,518.15,24
mol_062302,518.15,32
mol_062303,518.15,34
mol_062304,518.15,33
mol_062305,518.15,36
mol_062306,518.15,25
mol_062307,518.15,18
mol_062308,518.15,35
mol_062309,518.15,37
mol_062310,518.15,31
mol_062311,518.15,33
mol_062312,518.15,19
mol_062313,518.15,34
mol_062314,518.15,27
mol_062315,518.15,28
mol_062316,518.15,36
mol_062317,518.15,34
mol_062318,518.15,32
mol_062319,518.15,33
mol_062320,518.15,30
mol_062321,518.15,34
mol_062322,518.15,27
mol_062323,518.15,34
mol_062324,518.15,36
mol_062325,518.15,27
mol_062326,518.15,25
mol_062327,518.15,32
mol_062328,518.15,21
mol_062329,518.15,26
mol_062330,518.15,39
mol_062331,518.15,27
mol_062332,518.15,26
mol_062333,518.15,24
mol_062334,518.15,33
mol_062335,518.15,33
mol_062336,518.15,22
mol_062337,518.15,33
mol_062338,518.15,38
mol_062339,518.15,25
mol_062340,518.15,33
mol_062341,518.15,35
mol_062342,518.15,24
mol_062343,518.15,30
mol_062344,518.15,33
mol_062345,518.15,44
mol_062346,518.15,38
mol_062347,518.15,36
mol_062348,518.15,32
mol_062349,517.15,32
mol_062350,517.15,34
mol_062351,517.15,39
mol_062352,517.15,31
mol_062353,517.15,29
mol_062354,517.15,28
mol_062355,517.15,26
mol_062356,517.15,30
mol_062357,517.15,31
mol_062358,517.15,34
mol_062359,517.15,32
mol_062360,517.15,30
mol_062361,517.15,29
mol_062362,517.15,31
mol_062363,517.15,22
mol_062364,517.15,37
mol_062365,517.15,37
mol_062366,517.15,33
mol_062367,517.15,32
mol_062368,517.15,37
mol_062369,517.15,35
mol_062370,517.15,30
mol_062371,517.15,36
mol_062372,517.15,34
mol_062373,517.15,31
mol_062374,517.15,26
mol_062375,517.15,26
mol_062376,517.15,33
mol_062377,517.15,25
mol_062378,517.15,37
mol_062379,517.15,27
mol_062380,517.15,30
mol_062381,517.15,31
mol_062382,517.15,38
mol_062383,517.15,37
mol_062384,517.15,40
mol_062385,516.15,18
mol_062386,516.15,34
mol_062387,516.15,35
mol_062388,516.15,38
mol_062389,516.15,28
mol_062390,516.15,27
mol_062391,516.15,36
mol_062392,516.15,27
mol_062393,516.15,41
mol_062394,516.15,30
mol_062395,516.15,31
mol_062396,516.15,39
mol_062397,516.15,24
mol_062398,516.15,40
mol_062399,516.15,39
mol_062400,516.15,36
mol_062401,516.15,38
mol_062402,516.15,27
mol_062403,516.15,23
mol_062404,516.15,29
mol_062405,516.15,34
mol_062406,516.15,35
mol_062407,516.15,24
mol_062408,516.15,37
mol_062409,516.15,32
mol_062410,516.15,35
mol_062411,516.15,37
mol_062412,516.15,33
mol_062413,516.15,33
mol_062414,516.15,33
mol_062415,516.15,35
mol_062416,516.15,24
mol_062417,516.15,29
mol_062418,516.15,29
mol_062419,516.15,29
mol_062420,516.15,29
mol_062421,516.15,33
mol_062422,516.15,38
mol_062423,516.15,29
mol_062424,516.15,30
mol_062425,516.15,36
mol_062426,516.15,33
mol_062427,516.15,32
mol_062428,516.15,18
mol_062429,516.15,38
mol_062430,516.15,35
mol_062431,515.25,38
mol_062432,515.15,31
mol_062433,515.15,14
mol_062434,515.15,29
mol_062435,515.15,29
mol_062436,515.15,33
mol_062437,515.15,33
mol_062438,515.15,28
mol_062439,515.15,39
mol_062440,515.15,27
mol_062441,515.15,24
mol_062442,515.15,26
mol_062443,515.15,14
mol_062444,515.15,37
mol_062445,515.15,30
mol_062446,515.15,39
mol_062447,515.15,13
mol_062448,515.15,24
mol_062449,515.15,21
mol_062450,515.15,37
mol_062451,515.15,32
mol_062452,515.15,41
mol_062453,515.15,29
mol_062454,515.15,43
mol_062455,515.15,32
mol_062456,515.15,28
mol_062457,515.15,22
mol_062458,515.15,32
mol_062459,515.15,34
mol_062460,515.15,37
mol_062461,515.15,34
mol_062462,515.15,31
mol_062463,515.15,37
mol_062464,515.15,38
mol_062465,515.15,36
mol_062466,515.15,32
mol_062467,515.15,34
mol_062468,514.15,22
mol_062469,514.15,31
mol_062470,514.15,17
mol_062471,514.15,29
mol_062472,514.15,29
mol_062473,514.15,23
mol_062474,514.15,31
mol_062475,514.15,33
mol_062476,514.15,35
mol_062477,514.15,30
mol_062478,514.15,34
mol_062479,514.15,28
mol_062480,514.15,26
mol_062481,514.15,36
mol_062482,514.15,33
mol_062483,514.15,27
mol_062484,514.15,25
mol_062485,514.15,30
mol_062486,514.15,28
mol_062487,514.15,36
mol_062488,514.15,34
mol_062489,514.15,35
mol_062490,514.15,40
mol_062491,514.15,31
mol_062492,514.15,40
mol_062493,514.15,35
mol_062494,513.97,30
mol_062495,513.15,26
mol_062496,513.15,20
mol_062497,513.15,14
mol_062498,513.15,30
mol_062499,513.15,22
mol_062500,513.15,39
mol_062501,513.15,35
mol_062502,513.15,35
mol_062503,513.15,29
mol_062504,513.15,31
mol_062505,513.15,29
mol_062506,513.15,31
mol_062507,513.15,26
mol_062508,513.15,25
mol_062509,513.15,33
mol_062510,513.15,29
mol_062511,513.15,39
mol_062512,513.15,28
mol_062513,513.15,30
mol_062514,513.15,30
mol_062515,513.15,33
mol_062516,513.15,14
mol_062517,513.15,29
mol_062518,513.15,38
mol_062519,513.15,34
mol_062520,513.15,36
mol_062521,513.15,39
mol_062522,513.15,35
mol_062523,513.15,23
mol_062524,513.15,32
mol_062525,513.15,34
mol_062526,513.15,34
mol_062527,513.15,35
mol_062528,513.15,35
mol_062529,513.15,33
mol_062530,513.15,16
mol_062531,513.15,30
mol_062532,513.15,30
mol_062533,513.15,33
mol_062534,513.15,27
mol_062535,513.15,28
mol_062536,513.15,23
mol_062537,513.15,24
mol_062538,513.15,39
mol_062539,513.15,37
mol_062540,513.15,40
mol_062541,513.15,39
mol_062542,513.15,27
mol_062543,513.15,33
mol_062544,513.15,24
mol_062545,513.15,38
mol_062546,513.15,39
mol_062547,513.15,37
mol_062548,513.15,37
mol_062549,513.15,36
mol_062550,513.15,40
mol_062551,513.15,28
mol_062552,513.15,35
mol_062553,513.15,38
mol_062554,513.15,27
mol_062555,513.15,36
mol_062556,513.15,35
mol_062557,513.15,33
mol_062558,513.15,30
mol_062559,513.15,31
mol_062560,513.15,31
mol_062561,513.15,37
mol_062562,513.15,37
mol_062563,513.15,35
mol_062564,513.15,40
mol_062565,513.15,33
mol_062566,513.15,27
mol_062567,513.15,27
mol_062568,513.15,42
mol_062569,513.15,28
mol_062570,513.15,35
mol_062571,513.15,17
mol_062572,513.15,29
mol_062573,513.15,22
mol_062574,513.15,35
mol_062575,513.15,38
mol_062576,513.15,34
mol_062577,513.15,33
mol_062578,513.15,33
mol_062579,513.15,20
mol_062580,513.15,21
mol_062581,513.15,29
mol_062582,513.15,22
mol_062583,513.15,26
mol_062584,513.15,40
mol_062585,513.15,37
mol_062586,513.15,35
mol_062587,513.15,24
mol_062588,513.15,25
mol_062589,513.15,31
mol_062590,513.15,34
mol_062591,513.15,35
mol_062592,513.15,23
mol_062593,513.15,20
mol_062594,513.15,27
mol_062595,512.65,21
mol_062596,512.15,28
mol_062597,512.15,28
mol_062598,512.15,20
mol_062599,512.15,36
mol_062600,512.15,31
mol_062601,512.15,33
mol_062602,512.15,35
mol_062603,512.15,24
mol_062604,512.15,33
mol_062605,512.15,34
mol_062606,512.15,32
mol_062607,512.15,31
mol_062608,512.15,33
mol_062609,512.15,33
mol_062610,512.15,24
mol_062611,512.15,30
mol_062612,512.15,31
mol_062613,512.15,33
mol_062614,512.15,30
mol_062615,512.15,31
mol_062616,512.15,31
mol_062617,512.15,31
mol_062618,512.15,25
mol_062619,512.15,41
mol_062620,512.15,34
mol_062621,512.15,32
mol_062622,512.15,30
mol_062623,512.15,38
mol_062624,512.15,35
mol_062625,512.15,31
mol_062626,512.15,29
mol_062627,512.15,35
mol_062628,512.15,27
mol_062629,512.15,42
mol_062630,512.15,38
mol_062631,512.15,29
mol_062632,512.15,37
mol_062633,511.65,25
mol_062634,511.15,14
mol_062635,511.15,40
mol_062636,511.15,32
mol_062637,511.15,36
mol_062638,511.15,33
mol_062639,511.15,33
mol_062640,511.15,34
mol_062641,511.15,30
mol_062642,511.15,32
mol_062643,511.15,32
mol_062644,511.15,21
mol_062645,511.15,28
mol_062646,511.15,25
mol_062647,511.15,25
mol_062648,511.15,25
mol_062649,511.15,29
mol_062650,511.15,40
mol_062651,511.15,31
mol_062652,511.15,33
mol_062653,511.15,30
mol_062654,511.15,38
mol_062655,511.15,26
mol_062656,511.15,37
mol_062657,511.15,30
mol_062658,511.15,33
mol_062659,511.15,21
mol_062660,511.15,37
mol_062661,511.15,36
mol_062662,511.15,37
mol_062663,511.15,33
mol_062664,511.15,37
mol_062665,511.15,28
mol_062666,511.15,24
mol_062667,511.15,32
mol_062668,511.15,35
mol_062669,511.15,41
mol_062670,511.15,26
mol_062671,511.15,26
mol_062672,511.15,38
mol_062673,511.15,38
mol_062674,511.15,35
mol_062675,511.15,31
mol_062676,511.15,38
mol_062677,511.15,35
mol_062678,511.15,30
mol_062679,511.15,25
mol_062680,511.15,31
mol_062681,511.15,36
mol_062682,511.15,41
mol_062683,511.15,34
mol_062684,511.15,39
mol_062685,511.15,31
mol_062686,510.65,18
mol_062687,510.15,29
mol_062688,510.15,30
mol_062689,510.15,26
mol_062690,510.15,23
mol_062691,510.15,23
mol_062692,510.15,20
mol_062693,510.15,35
mol_062694,510.15,42
mol_062695,510.15,37
mol_062696,510.15,34
mol_062697,510.15,32
mol_062698,510.15,27
mol_062699,510.15,32
mol_062700,510.15,29
mol_062701,510.15,28
mol_062702,510.15,33
mol_062703,510.15,40
mol_062704,510.15,33
mol_062705,510.15,22
mol_062706,510.15,20
mol_062707,510.15,22
mol_062708,510.15,27
mol_062709,510.15,23
mol_062710,510.15,38
mol_062711,510.15,25
mol_062712,510.15,24
mol_062713,510.15,36
mol_062714,510.15,33
mol_062715,510.15,36
mol_062716,510.15,41
mol_062717,510.15,35
mol_062718,510.15,37
mol_062719,510.15,25
mol_062720,510.15,37
mol_062721,510.15,29
mol_062722,510.15,35
mol_062723,510.15,29
mol_062724,510.15,40
mol_062725,510.15,32
mol_062726,509.45,26
mol_062727,509.15,33
mol_062728,509.15,22
mol_062729,509.15,20
mol_062730,509.15,31
mol_062731,509.15,32
mol_062732,509.15,27
mol_062733,509.15,29
mol_062734,509.15,28
mol_062735,509.15,34
mol_062736,509.15,42
mol_062737,509.15,35
mol_062738,509.15,39
mol_062739,509.15,32
mol_062740,509.15,30
mol_062741,509.15,39
mol_062742,509.15,24
mol_062743,509.15,35
mol_062744,509.15,43
mol_062745,509.15,33
mol_062746,509.15,43
mol_062747,509.15,27
mol_062748,509.15,41
mol_062749,509.15,37
mol_062750,509.15,30
mol_062751,509.15,36
mol_062752,509.15,31
mol_062753,509.15,28
mol_062754,509.15,26
mol_062755,509.15,35
mol_062756,509.15,41
mol_062757,509.15,33
mol_062758,509.15,28
mol_062759,509.15,28
mol_062760,509.15,37
mol_062761,509.15,30
mol_062762,509.15,24
mol_062763,509.15,30
mol_062764,509.15,34
mol_062765,509.15,40
mol_062766,509.15,37
mol_062767,509.15,17
mol_062768,509.15,29
mol_062769,509.15,35
mol_062770,508.96,33
mol_062771,508.65,30
mol_062772,508.25,37
mol_062773,508.15,26
mol_062774,508.15,38
mol_062775,508.15,30
mol_062776,508.15,17
mol_062777,508.15,32
mol_062778,508.15,21
mol_062779,508.15,38
mol_062780,508.15,31
mol_062781,508.15,31
mol_062782,508.15,21
mol_062783,508.15,17
mol_062784,508.15,15
mol_062785,508.15,33
mol_062786,508.15,29
mol_062787,508.15,31
mol_062788,508.15,31
mol_062789,508.15,30
mol_062790,508.15,30
mol_062791,508.15,21
mol_062792,508.15,38
mol_062793,508.15,24
mol_062794,508.15,14
mol_062795,508.15,26
mol_062796,508.15,27
mol_062797,508.15,35
mol_062798,508.15,27
mol_062799,508.15,27
mol_062800,508.15,26
mol_062801,508.15,33
mol_062802,508.15,32
mol_062803,508.15,28
mol_062804,508.15,33
mol_062805,508.15,27
mol_062806,508.15,39
mol_062807,508.15,26
mol_062808,508.15,33
mol_062809,508.15,36
mol_062810,508.15,36
mol_062811,508.15,34
mol_062812,508.15,35
mol_062813,508.15,18
mol_062814,508.15,29
mol_062815,508.15,25
mol_062816,508.15,42
mol_062817,508.15,37
mol_062818,508.15,21
mol_062819,508.15,31
mol_062820,508.15,28
mol_062821,508.15,33
mol_062822,508.15,32
mol_062823,508.15,33
mol_062824,508.15,32
mol_062825,508.15,36
mol_062826,508.15,27
mol_062827,508.15,34
mol_062828,508.15,41
mol_062829,508.15,23
mol_062830,508.15,29
mol_062831,508.15,27
mol_062832,508.15,30
mol_062833,508.15,29
mol_062834,508.15,35
mol_062835,508.15,32
mol_062836,508.15,28
mol_062837,507.75,13
mol_062838,507.65,37
mol_062839,507.65,41
mol_062840,507.15,31
mol_062841,507.15,35
mol_062842,507.15,30
mol_062843,507.15,27
mol_062844,507.15,23
mol_062845,507.15,22
mol_062846,507.15,19
mol_062847,507.15,36
mol_062848,507.15,31
mol_062849,507.15,30
mol_062850,507.15,33
mol_062851,507.15,32
mol_062852,507.15,19
mol_062853,507.15,32
mol_062854,507.15,32
mol_062855,507.15,38
mol_062856,507.15,24
mol_062857,507.15,36
mol_062858,507.15,28
mol_062859,507.15,38
mol_062860,507.15,27
mol_062861,507.15,32
mol_062862,507.15,36
mol_062863,507.15,22
mol_062864,507.15,35
mol_062865,507.15,39
mol_062866,507.15,39
mol_062867,507.15,37
mol_062868,507.15,36
mol_062869,507.15,22
mol_062870,507.15,35
mol_062871,507.15,25
mol_062872,507.15,34
mol_062873,507.15,24
mol_062874,507.15,24
mol_062875,507.15,28
mol_062876,507.15,34
mol_062877,507.15,31
mol_062878,507.15,37
mol_062879,507.15,30
mol_062880,507.15,39
mol_062881,507.15,31
mol_062882,507.15,35
mol_062883,507.15,27
mol_062884,507.15,21
mol_062885,507.15,35
mol_062886,506.15,21
mol_062887,506.15,32
mol_062888,506.15,26
mol_062889,506.15,35
mol_062890,506.15,34
mol_062891,506.15,25
mol_062892,506.15,26
mol_062893,506.15,32
mol_062894,506.15,33
mol_062895,506.15,31
mol_062896,506.15,35
mol_062897,506.15,25
mol_062898,506.15,34
mol_062899,506.15,40
mol_062900,506.15,32
mol_062901,506.15,36
mol_062902,506.15,23
mol_062903,506.15,26
mol_062904,506.15,27
mol_062905,506.15,24
mol_062906,506.15,32
mol_062907,506.15,35
mol_062908,506.15,29
mol_062909,506.15,23
mol_062910,506.15,35
mol_062911,506.15,20
mol_062912,506.15,28
mol_062913,506.15,31
mol_062914,506.15,27
mol_062915,506.15,26
mol_062916,506.15,17
mol_062917,506.15,27
mol_062918,506.15,39
mol_062919,506.15,32
mol_062920,505.95,32
mol_062921,505.15,20
mol_062922,505.15,29
mol_062923,505.15,20
mol_062924,505.15,30
mol_062925,505.15,34
mol_062926,505.15,30
mol_062927,505.15,30
mol_062928,505.15,31
mol_062929,505.15,36
mol_062930,505.15,28
mol_062931,505.15,34
mol_062932,505.15,33
mol_062933,505.15,28
mol_062934,505.15,41
mol_062935,505.15,35
mol_062936,505.15,38
mol_062937,505.15,31
mol_062938,505.15,31
mol_062939,505.15,38
mol_062940,505.15,34
mol_062941,505.15,34
mol_062942,505.15,41
mol_062943,505.15,22
mol_062944,505.15,30
mol_062945,505.15,25
mol_062946,505.15,37
mol_062947,505.15,38
mol_062948,505.15,38
mol_062949,505.15,36
mol_062950,505.15,27
mol_062951,505.15,34
mol_062952,505.15,37
mol_062953,505.15,31
mol_062954,505.15,25
mol_062955,505.15,27
mol_062956,505.15,24
mol_062957,505.15,30
mol_062958,505.15,37
mol_062959,505.15,21
mol_062960,505.15,36
mol_062961,505.15,28
mol_062962,505.15,32
mol_062963,505.15,34
